Location,Month,Avg temp (°C),Avg high (°C),Avg low (°C),Daylight (h/day),Cloud cover (%),Rainfall (mm),Source URL
"Quito, Ecuador",Nov,12.8,18.3,8.9,11.8,85.0,66.0,https://weatherspark.com/y/20030/Average-Weather-in-Quito-Ecuador-Year-Round
"Quito, Ecuador",Dec,12.8,18.3,9.4,11.8,85.0,76.2,https://weatherspark.com/y/20030/Average-Weather-in-Quito-Ecuador-Year-Round
"Puerto Ayora, Ecuador",Jan,25.0,26.1,23.9,12.2,45.0,27.9,https://weatherspark.com/y/11615/Average-Weather-in-Puerto-Ayora-Ecuador-Year-Round
"Puerto Ayora, Ecuador",Feb,26.1,27.2,25.0,12.1,50.0,58.4,https://weatherspark.com/y/11615/Average-Weather-in-Puerto-Ayora-Ecuador-Year-Round
"Puerto Ayora, Ecuador",Mar,26.7,27.2,25.6,12.1,49.0,53.3,https://weatherspark.com/y/11615/Average-Weather-in-Puerto-Ayora-Ecuador-Year-Round
"Puerto Ayora, Ecuador",Apr,26.1,26.7,25.0,12.1,44.0,48.3,https://weatherspark.com/y/11615/Average-Weather-in-Puerto-Ayora-Ecuador-Year-Round
"Puerto Ayora, Ecuador",May,25.0,26.1,24.4,12.1,45.0,22.9,https://weatherspark.com/y/11615/Average-Weather-in-Puerto-Ayora-Ecuador-Year-Round
"Puerto Ayora, Ecuador",Jun,23.9,25.0,23.3,12.1,44.0,12.7,https://weatherspark.com/y/11615/Average-Weather-in-Puerto-Ayora-Ecuador-Year-Round
"Puerto Ayora, Ecuador",Jul,22.8,23.9,22.2,12.1,40.0,5.1,https://weatherspark.com/y/11615/Average-Weather-in-Puerto-Ayora-Ecuador-Year-Round
"Puerto Ayora, Ecuador",Aug,22.2,22.8,21.1,12.1,38.0,2.5,https://weatherspark.com/y/11615/Average-Weather-in-Puerto-Ayora-Ecuador-Year-Round
"Puerto Ayora, Ecuador",Sep,21.7,22.8,21.1,12.1,42.0,0.0,https://weatherspark.com/y/11615/Average-Weather-in-Puerto-Ayora-Ecuador-Year-Round
"Puerto Ayora, Ecuador",Oct,22.2,23.3,21.1,12.1,43.0,2.5,https://weatherspark.com/y/11615/Average-Weather-in-Puerto-Ayora-Ecuador-Year-Round
"Puerto Ayora, Ecuador",Nov,22.8,23.9,21.7,12.2,41.0,5.1,https://weatherspark.com/y/11615/Average-Weather-in-Puerto-Ayora-Ecuador-Year-Round
"Puerto Ayora, Ecuador",Dec,23.3,24.4,22.8,12.2,41.0,15.2,https://weatherspark.com/y/11615/Average-Weather-in-Puerto-Ayora-Ecuador-Year-Round
"Hội An, Vietnam",Jan,21.7,24.4,19.4,11.3,52,35.6,https://weatherspark.com/y/119955/Average-Weather-in-H%E1%BB%99i-An-Vietnam-Year-Round
"Hội An, Vietnam",Feb,22.8,26.1,20.6,11.6,46,12.7,https://weatherspark.com/y/119955/Average-Weather-in-H%E1%BB%99i-An-Vietnam-Year-Round
"Hội An, Vietnam",Mar,24.4,28.3,22.2,12.1,51,12.7,https://weatherspark.com/y/119955/Average-Weather-in-H%E1%BB%99i-An-Vietnam-Year-Round
"Hội An, Vietnam",Apr,26.7,30.6,23.9,12.5,68,25.4,https://weatherspark.com/y/119955/Average-Weather-in-H%E1%BB%99i-An-Vietnam-Year-Round
"Hội An, Vietnam",May,28.3,32.8,25.6,12.9,89,58.4,https://weatherspark.com/y/119955/Average-Weather-in-H%E1%BB%99i-An-Vietnam-Year-Round
"Hội An, Vietnam",Jun,29.4,33.9,26.1,13.1,95,61,https://weatherspark.com/y/119955/Average-Weather-in-H%E1%BB%99i-An-Vietnam-Year-Round
"Hội An, Vietnam",Jul,29.4,33.9,26.1,13,93,58.4,https://weatherspark.com/y/119955/Average-Weather-in-H%E1%BB%99i-An-Vietnam-Year-Round
"Hội An, Vietnam",Aug,28.9,33.3,25.6,12.6,94,116.8,https://weatherspark.com/y/119955/Average-Weather-in-H%E1%BB%99i-An-Vietnam-Year-Round
"Hội An, Vietnam",Sep,27.8,31.1,24.4,12.2,88,281.9,https://weatherspark.com/y/119955/Average-Weather-in-H%E1%BB%99i-An-Vietnam-Year-Round
"Hội An, Vietnam",Oct,26.1,28.9,23.3,11.8,75,444.5,https://weatherspark.com/y/119955/Average-Weather-in-H%E1%BB%99i-An-Vietnam-Year-Round
"Hội An, Vietnam",Nov,24.4,27.2,22.2,11.4,62,299.7,https://weatherspark.com/y/119955/Average-Weather-in-H%E1%BB%99i-An-Vietnam-Year-Round
"Hội An, Vietnam",Dec,22.2,25,20.6,11.2,56,139.7,https://weatherspark.com/y/119955/Average-Weather-in-H%E1%BB%99i-An-Vietnam-Year-Round
"Đà Lạt, Vietnam",Jan,15.6,21.1,11.1,11.5,62,10.2,https://weatherspark.com/y/119901/Average-Weather-in-%C3%90%C3%A0-L%E1%BA%A1t-Vietnam-Year-Round
"Đà Lạt, Vietnam",Feb,16.7,23.3,11.7,11.8,56,2.5,https://weatherspark.com/y/119901/Average-Weather-in-%C3%90%C3%A0-L%E1%BA%A1t-Vietnam-Year-Round
"Đà Lạt, Vietnam",Mar,18.3,25,13.3,12.1,60,10.2,https://weatherspark.com/y/119901/Average-Weather-in-%C3%90%C3%A0-L%E1%BA%A1t-Vietnam-Year-Round
"Đà Lạt, Vietnam",Apr,20,26.1,15,12.4,76,20.3,https://weatherspark.com/y/119901/Average-Weather-in-%C3%90%C3%A0-L%E1%BA%A1t-Vietnam-Year-Round
"Đà Lạt, Vietnam",May,20,25.6,15.6,12.7,93,63.5,https://weatherspark.com/y/119901/Average-Weather-in-%C3%90%C3%A0-L%E1%BA%A1t-Vietnam-Year-Round
"Đà Lạt, Vietnam",Jun,19.4,24.4,15.6,12.8,96,73.7,https://weatherspark.com/y/119901/Average-Weather-in-%C3%90%C3%A0-L%E1%BA%A1t-Vietnam-Year-Round
"Đà Lạt, Vietnam",Jul,19.4,23.9,15.6,12.7,95,71.1,https://weatherspark.com/y/119901/Average-Weather-in-%C3%90%C3%A0-L%E1%BA%A1t-Vietnam-Year-Round
"Đà Lạt, Vietnam",Aug,18.9,23.9,15.6,12.5,97,76.2,https://weatherspark.com/y/119901/Average-Weather-in-%C3%90%C3%A0-L%E1%BA%A1t-Vietnam-Year-Round
"Đà Lạt, Vietnam",Sep,18.3,23.3,14.4,12.2,95,119.4,https://weatherspark.com/y/119901/Average-Weather-in-%C3%90%C3%A0-L%E1%BA%A1t-Vietnam-Year-Round
"Đà Lạt, Vietnam",Oct,17.8,22.2,13.9,11.9,86,142.2,https://weatherspark.com/y/119901/Average-Weather-in-%C3%90%C3%A0-L%E1%BA%A1t-Vietnam-Year-Round
"Đà Lạt, Vietnam",Nov,16.7,21.1,12.8,11.6,77,114.3,https://weatherspark.com/y/119901/Average-Weather-in-%C3%90%C3%A0-L%E1%BA%A1t-Vietnam-Year-Round
"Đà Lạt, Vietnam",Dec,15.6,20.6,11.7,11.4,68,50.8,https://weatherspark.com/y/119901/Average-Weather-in-%C3%90%C3%A0-L%E1%BA%A1t-Vietnam-Year-Round
"Makassar, Indonesia",Jan,26.7,29.4,24.4,12.4,91,368.3,https://weatherspark.com/y/133108/Average-Weather-in-Makassar-Indonesia-Year-Round
"Makassar, Indonesia",Feb,26.7,29.4,23.9,12.3,89,307.3,https://weatherspark.com/y/133108/Average-Weather-in-Makassar-Indonesia-Year-Round
"Makassar, Indonesia",Mar,26.7,30,23.9,12.1,83,203.2,https://weatherspark.com/y/133108/Average-Weather-in-Makassar-Indonesia-Year-Round
"Makassar, Indonesia",Apr,27.2,31.1,24.4,12,79,134.6,https://weatherspark.com/y/133108/Average-Weather-in-Makassar-Indonesia-Year-Round
"Makassar, Indonesia",May,27.8,31.7,24.4,11.9,70,63.5,https://weatherspark.com/y/133108/Average-Weather-in-Makassar-Indonesia-Year-Round
"Makassar, Indonesia",Jun,27.2,31.7,23.3,11.8,62,43.2,https://weatherspark.com/y/133108/Average-Weather-in-Makassar-Indonesia-Year-Round
"Makassar, Indonesia",Jul,26.7,31.7,22.8,11.9,55,20.3,https://weatherspark.com/y/133108/Average-Weather-in-Makassar-Indonesia-Year-Round
"Makassar, Indonesia",Aug,27.2,32.2,22.2,12,52,7.6,https://weatherspark.com/y/133108/Average-Weather-in-Makassar-Indonesia-Year-Round
"Makassar, Indonesia",Sep,27.8,32.8,22.8,12.1,57,17.8,https://weatherspark.com/y/133108/Average-Weather-in-Makassar-Indonesia-Year-Round
"Makassar, Indonesia",Oct,27.8,32.2,23.3,12.2,71,53.3,https://weatherspark.com/y/133108/Average-Weather-in-Makassar-Indonesia-Year-Round
"Makassar, Indonesia",Nov,27.2,31.1,23.9,12.4,85,157.5,https://weatherspark.com/y/133108/Average-Weather-in-Makassar-Indonesia-Year-Round
"Makassar, Indonesia",Dec,26.7,29.4,24.4,12.4,90,337.8,https://weatherspark.com/y/133108/Average-Weather-in-Makassar-Indonesia-Year-Round
"Manado, Indonesia",Jan,26.1,29.4,23.3,12,82,218.4,https://weatherspark.com/y/140365/Average-Weather-in-Manado-Indonesia-Year-Round
"Manado, Indonesia",Feb,26.1,29.4,23.3,12.1,78,195.6,https://weatherspark.com/y/140365/Average-Weather-in-Manado-Indonesia-Year-Round
"Manado, Indonesia",Mar,26.7,30,23.3,12.1,77,162.6,https://weatherspark.com/y/140365/Average-Weather-in-Manado-Indonesia-Year-Round
"Manado, Indonesia",Apr,26.7,31.1,23.3,12.1,78,160,https://weatherspark.com/y/140365/Average-Weather-in-Manado-Indonesia-Year-Round
"Manado, Indonesia",May,27.2,31.7,23.3,12.2,79,157.5,https://weatherspark.com/y/140365/Average-Weather-in-Manado-Indonesia-Year-Round
"Manado, Indonesia",Jun,26.7,31.7,23.3,12.2,80,147.3,https://weatherspark.com/y/140365/Average-Weather-in-Manado-Indonesia-Year-Round
"Manado, Indonesia",Jul,27.2,31.7,23.3,12.2,79,104.1,https://weatherspark.com/y/140365/Average-Weather-in-Manado-Indonesia-Year-Round
"Manado, Indonesia",Aug,27.2,31.7,23.3,12.2,75,63.5,https://weatherspark.com/y/140365/Average-Weather-in-Manado-Indonesia-Year-Round
"Manado, Indonesia",Sep,27.2,32.2,22.8,12.1,76,66,https://weatherspark.com/y/140365/Average-Weather-in-Manado-Indonesia-Year-Round
"Manado, Indonesia",Oct,27.2,31.7,22.8,12.1,79,109.2,https://weatherspark.com/y/140365/Average-Weather-in-Manado-Indonesia-Year-Round
"Manado, Indonesia",Nov,26.7,31.1,23.3,12.1,85,154.9,https://weatherspark.com/y/140365/Average-Weather-in-Manado-Indonesia-Year-Round
"Manado, Indonesia",Dec,26.7,30,23.3,12,86,175.3,https://weatherspark.com/y/140365/Average-Weather-in-Manado-Indonesia-Year-Round
"Kampot, Cambodia",Jan,26.1,28.9,23.9,11.6,56,12.7,https://weatherspark.com/y/115114/Average-Weather-in-Kampot-Cambodia-Year-Round
"Kampot, Cambodia",Feb,26.7,29.4,24.4,11.8,53,15.2,https://weatherspark.com/y/115114/Average-Weather-in-Kampot-Cambodia-Year-Round
"Kampot, Cambodia",Mar,27.8,30.6,25.6,12.1,61,35.6,https://weatherspark.com/y/115114/Average-Weather-in-Kampot-Cambodia-Year-Round
"Kampot, Cambodia",Apr,28.9,31.7,26.7,12.4,81,86.4,https://weatherspark.com/y/115114/Average-Weather-in-Kampot-Cambodia-Year-Round
"Kampot, Cambodia",May,29.4,32.2,27.2,12.6,91,172.7,https://weatherspark.com/y/115114/Average-Weather-in-Kampot-Cambodia-Year-Round
"Kampot, Cambodia",Jun,28.9,31.7,27.2,12.7,92,304.8,https://weatherspark.com/y/115114/Average-Weather-in-Kampot-Cambodia-Year-Round
"Kampot, Cambodia",Jul,28.9,31.1,26.7,12.7,91,325.1,https://weatherspark.com/y/115114/Average-Weather-in-Kampot-Cambodia-Year-Round
"Kampot, Cambodia",Aug,28.3,30.6,26.7,12.5,92,345.4,https://weatherspark.com/y/115114/Average-Weather-in-Kampot-Cambodia-Year-Round
"Kampot, Cambodia",Sep,27.8,30,26.1,12.2,90,332.7,https://weatherspark.com/y/115114/Average-Weather-in-Kampot-Cambodia-Year-Round
"Kampot, Cambodia",Oct,28.3,30,26.1,11.9,84,213.4,https://weatherspark.com/y/115114/Average-Weather-in-Kampot-Cambodia-Year-Round
"Kampot, Cambodia",Nov,27.8,29.4,25.6,11.6,72,91.4,https://weatherspark.com/y/115114/Average-Weather-in-Kampot-Cambodia-Year-Round
"Kampot, Cambodia",Dec,26.7,28.9,24.4,11.5,60,25.4,https://weatherspark.com/y/115114/Average-Weather-in-Kampot-Cambodia-Year-Round
"Ronda, Spain",Jan,6.7,11.7,2.8,10,40,53.3,https://weatherspark.com/y/34092/Average-Weather-in-Ronda-Spain-Year-Round
"Ronda, Spain",Feb,7.8,12.8,3.3,10.9,40,48.3,https://weatherspark.com/y/34092/Average-Weather-in-Ronda-Spain-Year-Round
"Ronda, Spain",Mar,10,15.6,5,12,39,40.6,https://weatherspark.com/y/34092/Average-Weather-in-Ronda-Spain-Year-Round
"Ronda, Spain",Apr,11.7,17.2,6.7,13.2,37,38.1,https://weatherspark.com/y/34092/Average-Weather-in-Ronda-Spain-Year-Round
"Ronda, Spain",May,15,21.1,9.4,14.2,34,20.3,https://weatherspark.com/y/34092/Average-Weather-in-Ronda-Spain-Year-Round
"Ronda, Spain",Jun,18.9,25,12.8,14.6,20,5.1,https://weatherspark.com/y/34092/Average-Weather-in-Ronda-Spain-Year-Round
"Ronda, Spain",Jul,21.7,28.3,15.6,14.4,7,0,https://weatherspark.com/y/34092/Average-Weather-in-Ronda-Spain-Year-Round
"Ronda, Spain",Aug,22.2,28.3,16.1,13.5,13,2.5,https://weatherspark.com/y/34092/Average-Weather-in-Ronda-Spain-Year-Round
"Ronda, Spain",Sep,18.9,25,13.9,12.4,32,15.2,https://weatherspark.com/y/34092/Average-Weather-in-Ronda-Spain-Year-Round
"Ronda, Spain",Oct,15,20,10.6,11.2,43,53.3,https://weatherspark.com/y/34092/Average-Weather-in-Ronda-Spain-Year-Round
"Ronda, Spain",Nov,10,15,6.1,10.2,43,73.7,https://weatherspark.com/y/34092/Average-Weather-in-Ronda-Spain-Year-Round
"Ronda, Spain",Dec,7.8,12.2,3.9,9.7,43,71.1,https://weatherspark.com/y/34092/Average-Weather-in-Ronda-Spain-Year-Round
"Hoa Lư / Ninh Bình, Vietnam",Jan,17.8,20,15.6,11.1,35,12.7,https://weatherspark.com/y/115959/Average-Weather-in-Th%C3%A0nh-Ph%E1%BB%91-Ninh-B%C3%ACnh-Vietnam-Year-Round
"Hoa Lư / Ninh Bình, Vietnam",Feb,18.3,20.6,16.7,11.5,33,10.2,https://weatherspark.com/y/115959/Average-Weather-in-Th%C3%A0nh-Ph%E1%BB%91-Ninh-B%C3%ACnh-Vietnam-Year-Round
"Hoa Lư / Ninh Bình, Vietnam",Mar,20.6,22.8,18.9,12.1,37,22.9,https://weatherspark.com/y/115959/Average-Weather-in-Th%C3%A0nh-Ph%E1%BB%91-Ninh-B%C3%ACnh-Vietnam-Year-Round
"Hoa Lư / Ninh Bình, Vietnam",Apr,23.9,26.7,21.7,12.6,52,43.2,https://weatherspark.com/y/115959/Average-Weather-in-Th%C3%A0nh-Ph%E1%BB%91-Ninh-B%C3%ACnh-Vietnam-Year-Round
"Hoa Lư / Ninh Bình, Vietnam",May,27.2,30.6,25,13.1,80,114.3,https://weatherspark.com/y/115959/Average-Weather-in-Th%C3%A0nh-Ph%E1%BB%91-Ninh-B%C3%ACnh-Vietnam-Year-Round
"Hoa Lư / Ninh Bình, Vietnam",Jun,29.4,32.8,26.7,13.3,94,132.1,https://weatherspark.com/y/115959/Average-Weather-in-Th%C3%A0nh-Ph%E1%BB%91-Ninh-B%C3%ACnh-Vietnam-Year-Round
"Hoa Lư / Ninh Bình, Vietnam",Jul,29.4,32.8,26.7,13.2,91,165.1,https://weatherspark.com/y/115959/Average-Weather-in-Th%C3%A0nh-Ph%E1%BB%91-Ninh-B%C3%ACnh-Vietnam-Year-Round
"Hoa Lư / Ninh Bình, Vietnam",Aug,28.9,31.7,26.7,12.8,90,215.9,https://weatherspark.com/y/115959/Average-Weather-in-Th%C3%A0nh-Ph%E1%BB%91-Ninh-B%C3%ACnh-Vietnam-Year-Round
"Hoa Lư / Ninh Bình, Vietnam",Sep,28.3,31.1,25.6,12.2,75,213.4,https://weatherspark.com/y/115959/Average-Weather-in-Th%C3%A0nh-Ph%E1%BB%91-Ninh-B%C3%ACnh-Vietnam-Year-Round
"Hoa Lư / Ninh Bình, Vietnam",Oct,26.1,28.9,23.9,11.7,56,119.4,https://weatherspark.com/y/115959/Average-Weather-in-Th%C3%A0nh-Ph%E1%BB%91-Ninh-B%C3%ACnh-Vietnam-Year-Round
"Hoa Lư / Ninh Bình, Vietnam",Nov,23.3,25.6,20.6,11.2,41,50.8,https://weatherspark.com/y/115959/Average-Weather-in-Th%C3%A0nh-Ph%E1%BB%91-Ninh-B%C3%ACnh-Vietnam-Year-Round
"Hoa Lư / Ninh Bình, Vietnam",Dec,19.4,22.2,17.2,10.9,34,12.7,https://weatherspark.com/y/115959/Average-Weather-in-Th%C3%A0nh-Ph%E1%BB%91-Ninh-B%C3%ACnh-Vietnam-Year-Round
"Tangalla, Sri Lanka",Jan,27.2,30.6,23.9,11.8,65,71.1,https://weatherspark.com/y/110071/Average-Weather-in-Tangalla-Sri-Lanka-Year-Round
"Tangalla, Sri Lanka",Feb,27.8,31.1,24.4,11.9,61,48.3,https://weatherspark.com/y/110071/Average-Weather-in-Tangalla-Sri-Lanka-Year-Round
"Tangalla, Sri Lanka",Mar,28.3,31.7,25,12.1,61,61,https://weatherspark.com/y/110071/Average-Weather-in-Tangalla-Sri-Lanka-Year-Round
"Tangalla, Sri Lanka",Apr,28.3,31.7,25.6,12.3,75,106.7,https://weatherspark.com/y/110071/Average-Weather-in-Tangalla-Sri-Lanka-Year-Round
"Tangalla, Sri Lanka",May,28.3,31.1,26.7,12.4,86,111.8,https://weatherspark.com/y/110071/Average-Weather-in-Tangalla-Sri-Lanka-Year-Round
"Tangalla, Sri Lanka",Jun,28.3,30.6,26.1,12.5,87,66,https://weatherspark.com/y/110071/Average-Weather-in-Tangalla-Sri-Lanka-Year-Round
"Tangalla, Sri Lanka",Jul,27.8,30.6,26.1,12.4,87,48.3,https://weatherspark.com/y/110071/Average-Weather-in-Tangalla-Sri-Lanka-Year-Round
"Tangalla, Sri Lanka",Aug,27.8,30,25.6,12.3,86,61,https://weatherspark.com/y/110071/Average-Weather-in-Tangalla-Sri-Lanka-Year-Round
"Tangalla, Sri Lanka",Sep,27.8,30,25.6,12.1,80,91.4,https://weatherspark.com/y/110071/Average-Weather-in-Tangalla-Sri-Lanka-Year-Round
"Tangalla, Sri Lanka",Oct,27.2,30,25,12,79,152.4,https://weatherspark.com/y/110071/Average-Weather-in-Tangalla-Sri-Lanka-Year-Round
"Tangalla, Sri Lanka",Nov,27.2,30,24.4,11.8,78,193,https://weatherspark.com/y/110071/Average-Weather-in-Tangalla-Sri-Lanka-Year-Round
"Tangalla, Sri Lanka",Dec,26.7,30,23.9,11.8,72,127,https://weatherspark.com/y/110071/Average-Weather-in-Tangalla-Sri-Lanka-Year-Round
"Berat, Albania",Jan,5.6,10.6,1.7,9.6,50,66,https://weatherspark.com/y/84310/Average-Weather-in-Berat-Albania-Year-Round
"Berat, Albania",Feb,6.7,11.7,2.2,10.7,50,68.6,https://weatherspark.com/y/84310/Average-Weather-in-Berat-Albania-Year-Round
"Berat, Albania",Mar,10,15,4.4,12,48,55.9,https://weatherspark.com/y/84310/Average-Weather-in-Berat-Albania-Year-Round
"Berat, Albania",Apr,13.3,18.9,8.3,13.4,45,50.8,https://weatherspark.com/y/84310/Average-Weather-in-Berat-Albania-Year-Round
"Berat, Albania",May,18.3,23.9,12.2,14.5,38,35.6,https://weatherspark.com/y/84310/Average-Weather-in-Berat-Albania-Year-Round
"Berat, Albania",Jun,22.8,29.4,15.6,15,22,22.9,https://weatherspark.com/y/84310/Average-Weather-in-Berat-Albania-Year-Round
"Berat, Albania",Jul,25.6,32.8,18.3,14.7,8,12.7,https://weatherspark.com/y/84310/Average-Weather-in-Berat-Albania-Year-Round
"Berat, Albania",Aug,25,32.2,17.8,13.7,13,22.9,https://weatherspark.com/y/84310/Average-Weather-in-Berat-Albania-Year-Round
"Berat, Albania",Sep,20.6,27.2,14.4,12.4,28,55.9,https://weatherspark.com/y/84310/Average-Weather-in-Berat-Albania-Year-Round
"Berat, Albania",Oct,15.6,21.7,10.6,11.1,42,81.3,https://weatherspark.com/y/84310/Average-Weather-in-Berat-Albania-Year-Round
"Berat, Albania",Nov,10.6,16.1,6.1,9.9,49,101.6,https://weatherspark.com/y/84310/Average-Weather-in-Berat-Albania-Year-Round
"Berat, Albania",Dec,6.7,11.7,2.8,9.3,51,91.4,https://weatherspark.com/y/84310/Average-Weather-in-Berat-Albania-Year-Round
"Luang Prabang, Laos",Jan,19.4,26.7,14.4,11.1,28,5.1,https://weatherspark.com/y/114340/Average-Weather-in-Luang-Prabang-Laos-Year-Round
"Luang Prabang, Laos",Feb,22.2,30.6,15.6,11.5,25,5.1,https://weatherspark.com/y/114340/Average-Weather-in-Luang-Prabang-Laos-Year-Round
"Luang Prabang, Laos",Mar,25,32.8,18.9,12.1,34,17.8,https://weatherspark.com/y/114340/Average-Weather-in-Luang-Prabang-Laos-Year-Round
"Luang Prabang, Laos",Apr,27.2,33.3,21.7,12.6,52,45.7,https://weatherspark.com/y/114340/Average-Weather-in-Luang-Prabang-Laos-Year-Round
"Luang Prabang, Laos",May,27.2,32.2,23.3,13.1,78,86.4,https://weatherspark.com/y/114340/Average-Weather-in-Luang-Prabang-Laos-Year-Round
"Luang Prabang, Laos",Jun,27.2,31.1,23.9,13.3,91,99.1,https://weatherspark.com/y/114340/Average-Weather-in-Luang-Prabang-Laos-Year-Round
"Luang Prabang, Laos",Jul,26.7,30.6,23.9,13.2,92,142.2,https://weatherspark.com/y/114340/Average-Weather-in-Luang-Prabang-Laos-Year-Round
"Luang Prabang, Laos",Aug,26.7,30.6,23.9,12.8,91,162.6,https://weatherspark.com/y/114340/Average-Weather-in-Luang-Prabang-Laos-Year-Round
"Luang Prabang, Laos",Sep,26.1,30.6,23.3,12.2,80,109.2,https://weatherspark.com/y/114340/Average-Weather-in-Luang-Prabang-Laos-Year-Round
"Luang Prabang, Laos",Oct,24.4,29.4,21.1,11.7,62,38.1,https://weatherspark.com/y/114340/Average-Weather-in-Luang-Prabang-Laos-Year-Round
"Luang Prabang, Laos",Nov,21.7,27.8,17.8,11.2,41,17.8,https://weatherspark.com/y/114340/Average-Weather-in-Luang-Prabang-Laos-Year-Round
"Luang Prabang, Laos",Dec,18.9,25.6,14.4,11,30,5.1,https://weatherspark.com/y/114340/Average-Weather-in-Luang-Prabang-Laos-Year-Round
"Ometepe, Nicaragua",Jan,26.1,29.4,22.8,11.5,26,0,https://weatherspark.com/y/14926/Average-Weather-in-Altagracia-Nicaragua-Year-Round
"Ometepe, Nicaragua",Feb,26.1,30,22.8,11.8,31,2.5,https://weatherspark.com/y/14926/Average-Weather-in-Altagracia-Nicaragua-Year-Round
"Ometepe, Nicaragua",Mar,27.2,31.1,23.3,12.1,37,2.5,https://weatherspark.com/y/14926/Average-Weather-in-Altagracia-Nicaragua-Year-Round
"Ometepe, Nicaragua",Apr,28.3,32.2,24.4,12.4,58,12.7,https://weatherspark.com/y/14926/Average-Weather-in-Altagracia-Nicaragua-Year-Round
"Ometepe, Nicaragua",May,28.3,31.7,25,12.7,81,86.4,https://weatherspark.com/y/14926/Average-Weather-in-Altagracia-Nicaragua-Year-Round
"Ometepe, Nicaragua",Jun,27.8,30.6,25,12.8,87,111.8,https://weatherspark.com/y/14926/Average-Weather-in-Altagracia-Nicaragua-Year-Round
"Ometepe, Nicaragua",Jul,27.2,30,25,12.7,82,66,https://weatherspark.com/y/14926/Average-Weather-in-Altagracia-Nicaragua-Year-Round
"Ometepe, Nicaragua",Aug,27.2,30.6,24.4,12.5,82,94,https://weatherspark.com/y/14926/Average-Weather-in-Altagracia-Nicaragua-Year-Round
"Ometepe, Nicaragua",Sep,27.2,30.6,24.4,12.2,83,160,https://weatherspark.com/y/14926/Average-Weather-in-Altagracia-Nicaragua-Year-Round
"Ometepe, Nicaragua",Oct,27.2,30,24.4,11.9,80,149.9,https://weatherspark.com/y/14926/Average-Weather-in-Altagracia-Nicaragua-Year-Round
"Ometepe, Nicaragua",Nov,26.7,30,23.9,11.6,60,48.3,https://weatherspark.com/y/14926/Average-Weather-in-Altagracia-Nicaragua-Year-Round
"Ometepe, Nicaragua",Dec,26.7,29.4,23.3,11.5,34,7.6,https://weatherspark.com/y/14926/Average-Weather-in-Altagracia-Nicaragua-Year-Round
"Barranquilla, Colombia",Jan,26.7,30,24.4,11.6,49,0,https://weatherspark.com/y/23451/Average-Weather-in-Barranquilla-Colombia-Year-Round
"Barranquilla, Colombia",Feb,26.7,30,24.4,11.8,53,0,https://weatherspark.com/y/23451/Average-Weather-in-Barranquilla-Colombia-Year-Round
"Barranquilla, Colombia",Mar,27.2,30.6,25,12.1,61,2.5,https://weatherspark.com/y/23451/Average-Weather-in-Barranquilla-Colombia-Year-Round
"Barranquilla, Colombia",Apr,27.8,31.7,25.6,12.4,80,17.8,https://weatherspark.com/y/23451/Average-Weather-in-Barranquilla-Colombia-Year-Round
"Barranquilla, Colombia",May,28.3,31.7,25.6,12.6,92,61,https://weatherspark.com/y/23451/Average-Weather-in-Barranquilla-Colombia-Year-Round
"Barranquilla, Colombia",Jun,28.3,31.7,25.6,12.8,92,58.4,https://weatherspark.com/y/23451/Average-Weather-in-Barranquilla-Colombia-Year-Round
"Barranquilla, Colombia",Jul,27.8,31.7,25.6,12.7,89,50.8,https://weatherspark.com/y/23451/Average-Weather-in-Barranquilla-Colombia-Year-Round
"Barranquilla, Colombia",Aug,27.8,31.7,25.6,12.5,92,66,https://weatherspark.com/y/23451/Average-Weather-in-Barranquilla-Colombia-Year-Round
"Barranquilla, Colombia",Sep,27.8,31.7,25,12.2,95,94,https://weatherspark.com/y/23451/Average-Weather-in-Barranquilla-Colombia-Year-Round
"Barranquilla, Colombia",Oct,27.2,31.1,25,11.9,92,121.9,https://weatherspark.com/y/23451/Average-Weather-in-Barranquilla-Colombia-Year-Round
"Barranquilla, Colombia",Nov,27.8,31.1,25,11.6,82,76.2,https://weatherspark.com/y/23451/Average-Weather-in-Barranquilla-Colombia-Year-Round
"Barranquilla, Colombia",Dec,27.2,30.6,25,11.5,65,20.3,https://weatherspark.com/y/23451/Average-Weather-in-Barranquilla-Colombia-Year-Round
"Minca, Colombia",Jan,27.8,32.2,23.9,11.6,52,0,https://weatherspark.com/y/149856/Average-Weather-at-Sim%C3%B3n-Bol%C3%ADvar-International-Airport-Colombia-Year-Round
"Minca, Colombia",Feb,28.3,32.2,25,11.8,55,0,https://weatherspark.com/y/149856/Average-Weather-at-Sim%C3%B3n-Bol%C3%ADvar-International-Airport-Colombia-Year-Round
"Minca, Colombia",Mar,28.9,32.8,25.6,12.1,64,2.5,https://weatherspark.com/y/149856/Average-Weather-at-Sim%C3%B3n-Bol%C3%ADvar-International-Airport-Colombia-Year-Round
"Minca, Colombia",Apr,28.9,32.2,26.7,12.4,83,17.8,https://weatherspark.com/y/149856/Average-Weather-at-Sim%C3%B3n-Bol%C3%ADvar-International-Airport-Colombia-Year-Round
"Minca, Colombia",May,29.4,32.2,27.2,12.6,93,61,https://weatherspark.com/y/149856/Average-Weather-at-Sim%C3%B3n-Bol%C3%ADvar-International-Airport-Colombia-Year-Round
