Location,Month,Avg temp (°C),Avg high (°C),Avg low (°C),Daylight (h/day),Cloud cover (%),Rainfall (mm),Source URL
"Bukhara, Uzbekistan",June,28,36,19,14.9,7,3,https://weatherspark.com/y/106261/Average-Weather-in-Bukhara-Uzbekistan-Year-Round
"Bukhara, Uzbekistan",July,30,37,22,14.6,2,0,https://weatherspark.com/y/106261/Average-Weather-in-Bukhara-Uzbekistan-Year-Round
"Bukhara, Uzbekistan",August,28,35,19,13.7,1,0,https://weatherspark.com/y/106261/Average-Weather-in-Bukhara-Uzbekistan-Year-Round
"Bukhara, Uzbekistan",September,22,30,13,12.4,7,0,https://weatherspark.com/y/106261/Average-Weather-in-Bukhara-Uzbekistan-Year-Round
"Bukhara, Uzbekistan",October,14,22,7,11.1,24,3,https://weatherspark.com/y/106261/Average-Weather-in-Bukhara-Uzbekistan-Year-Round
"Bukhara, Uzbekistan",November,8,14,2,10,39,8,https://weatherspark.com/y/106261/Average-Weather-in-Bukhara-Uzbekistan-Year-Round
"Bukhara, Uzbekistan",December,3,8,-1,9.4,46,8,https://weatherspark.com/y/106261/Average-Weather-in-Bukhara-Uzbekistan-Year-Round
"Avignon, France",January,6,10,2,9.3,45,41,https://weatherspark.com/y/50256/Average-Weather-in-Avignon-France-Year-Round
"Avignon, France",February,7,12,3,10.5,42,36,https://weatherspark.com/y/50256/Average-Weather-in-Avignon-France-Year-Round
"Avignon, France",March,11,16,6,12,43,33,https://weatherspark.com/y/50256/Average-Weather-in-Avignon-France-Year-Round
"Avignon, France",April,13,19,8,13.5,43,48,https://weatherspark.com/y/50256/Average-Weather-in-Avignon-France-Year-Round
"Avignon, France",May,17,23,12,14.8,44,48,https://weatherspark.com/y/50256/Average-Weather-in-Avignon-France-Year-Round
"Avignon, France",June,22,28,16,15.4,33,30,https://weatherspark.com/y/50256/Average-Weather-in-Avignon-France-Year-Round
"Avignon, France",July,24,31,18,15.1,21,18,https://weatherspark.com/y/50256/Average-Weather-in-Avignon-France-Year-Round
"Avignon, France",August,24,30,18,13.9,26,28,https://weatherspark.com/y/50256/Average-Weather-in-Avignon-France-Year-Round
"Avignon, France",September,19,26,14,12.5,35,58,https://weatherspark.com/y/50256/Average-Weather-in-Avignon-France-Year-Round
"Avignon, France",October,15,20,11,10.9,46,76,https://weatherspark.com/y/50256/Average-Weather-in-Avignon-France-Year-Round
"Avignon, France",November,9,14,6,9.6,46,69,https://weatherspark.com/y/50256/Average-Weather-in-Avignon-France-Year-Round
"Avignon, France",December,6,11,3,9,44,43,https://weatherspark.com/y/50256/Average-Weather-in-Avignon-France-Year-Round
"Carcassonne, France",January,6,9,3,9.4,58,36,https://weatherspark.com/y/47514/Average-Weather-in-Carcassonne-France-Year-Round
"Carcassonne, France",February,7,11,3,10.6,54,36,https://weatherspark.com/y/47514/Average-Weather-in-Carcassonne-France-Year-Round
"Carcassonne, France",March,9,14,6,12,52,33,https://weatherspark.com/y/47514/Average-Weather-in-Carcassonne-France-Year-Round
"Carcassonne, France",April,12,17,8,13.5,51,43,https://weatherspark.com/y/47514/Average-Weather-in-Carcassonne-France-Year-Round
"Carcassonne, France",May,16,21,12,14.7,49,43,https://weatherspark.com/y/47514/Average-Weather-in-Carcassonne-France-Year-Round
"Carcassonne, France",June,20,25,15,15.3,36,30,https://weatherspark.com/y/47514/Average-Weather-in-Carcassonne-France-Year-Round
"Carcassonne, France",July,23,28,17,15,22,20,https://weatherspark.com/y/47514/Average-Weather-in-Carcassonne-France-Year-Round
"Carcassonne, France",August,22,28,17,13.9,27,28,https://weatherspark.com/y/47514/Average-Weather-in-Carcassonne-France-Year-Round
"Carcassonne, France",September,19,24,14,12.4,37,36,https://weatherspark.com/y/47514/Average-Weather-in-Carcassonne-France-Year-Round
"Carcassonne, France",October,15,19,11,11,49,46,https://weatherspark.com/y/47514/Average-Weather-in-Carcassonne-France-Year-Round
"Carcassonne, France",November,10,13,7,9.7,56,46,https://weatherspark.com/y/47514/Average-Weather-in-Carcassonne-France-Year-Round
"Carcassonne, France",December,7,10,4,9,57,38,https://weatherspark.com/y/47514/Average-Weather-in-Carcassonne-France-Year-Round
"Ajaccio, France",January,8,13,4,9.5,47,48,https://weatherspark.com/y/58876/Average-Weather-in-Ajaccio-France-Year-Round
"Ajaccio, France",February,8,13,4,10.6,43,51,https://weatherspark.com/y/58876/Average-Weather-in-Ajaccio-France-Year-Round
"Ajaccio, France",March,11,15,6,12,42,51,https://weatherspark.com/y/58876/Average-Weather-in-Ajaccio-France-Year-Round
"Ajaccio, France",April,13,18,8,13.4,42,46,https://weatherspark.com/y/58876/Average-Weather-in-Ajaccio-France-Year-Round
"Ajaccio, France",May,17,21,11,14.6,41,41,https://weatherspark.com/y/58876/Average-Weather-in-Ajaccio-France-Year-Round
"Ajaccio, France",June,20,24,15,15.2,28,18,https://weatherspark.com/y/58876/Average-Weather-in-Ajaccio-France-Year-Round
"Ajaccio, France",July,23,27,17,14.9,15,8,https://weatherspark.com/y/58876/Average-Weather-in-Ajaccio-France-Year-Round
"Ajaccio, France",August,23,28,17,13.8,20,15,https://weatherspark.com/y/58876/Average-Weather-in-Ajaccio-France-Year-Round
"Ajaccio, France",September,20,25,15,12.4,34,43,https://weatherspark.com/y/58876/Average-Weather-in-Ajaccio-France-Year-Round
"Ajaccio, France",October,17,22,12,11,45,66,https://weatherspark.com/y/58876/Average-Weather-in-Ajaccio-France-Year-Round
"Ajaccio, France",November,13,18,8,9.8,47,76,https://weatherspark.com/y/58876/Average-Weather-in-Ajaccio-France-Year-Round
"Ajaccio, France",December,9,14,6,9.2,45,64,https://weatherspark.com/y/58876/Average-Weather-in-Ajaccio-France-Year-Round
"Bastia, France",January,9,13,6,9.5,45,43,https://weatherspark.com/y/62134/Average-Weather-in-Bastia-France-Year-Round
"Bastia, France",February,9,13,6,10.6,42,41,https://weatherspark.com/y/62134/Average-Weather-in-Bastia-France-Year-Round
"Bastia, France",March,11,15,7,12.0,42,43,https://weatherspark.com/y/62134/Average-Weather-in-Bastia-France-Year-Round
"Bastia, France",April,13,17,9,13.4,41,46,https://weatherspark.com/y/62134/Average-Weather-in-Bastia-France-Year-Round
"Bastia, France",May,17,21,13,14.7,40,36,https://weatherspark.com/y/62134/Average-Weather-in-Bastia-France-Year-Round
"Bastia, France",June,21,25,17,15.3,28,23,https://weatherspark.com/y/62134/Average-Weather-in-Bastia-France-Year-Round
"Bastia, France",July,24,28,19,14.9,15,8,https://weatherspark.com/y/62134/Average-Weather-in-Bastia-France-Year-Round
"Bastia, France",August,24,28,19,13.8,20,18,https://weatherspark.com/y/62134/Average-Weather-in-Bastia-France-Year-Round
"Bastia, France",September,21,25,17,12.4,33,48,https://weatherspark.com/y/62134/Average-Weather-in-Bastia-France-Year-Round
"Bastia, France",October,17,21,14,11.0,44,71,https://weatherspark.com/y/62134/Average-Weather-in-Bastia-France-Year-Round
"Bastia, France",November,13,17,10,9.7,47,79,https://weatherspark.com/y/62134/Average-Weather-in-Bastia-France-Year-Round
"Bastia, France",December,10,14,7,9.1,45,56,https://weatherspark.com/y/62134/Average-Weather-in-Bastia-France-Year-Round
"Chamonix, France",January,-7,-2,-11,9.2,49,28,https://www.weather-atlas.com/en/france/chamonix-climate
"Chamonix, France",February,-7,-2,-11,10.4,50,31,https://www.weather-atlas.com/en/france/chamonix-climate
"Chamonix, France",March,-3,1,-7,12.0,51,43,https://www.weather-atlas.com/en/france/chamonix-climate
"Chamonix, France",April,1,5,-3,13.6,48,29,https://www.weather-atlas.com/en/france/chamonix-climate
"Chamonix, France",May,5,9,1,15.0,50,58,https://www.weather-atlas.com/en/france/chamonix-climate
"Chamonix, France",June,9,14,5,15.7,44,49,https://www.weather-atlas.com/en/france/chamonix-climate
"Chamonix, France",July,12,17,7,15.3,38,37,https://www.weather-atlas.com/en/france/chamonix-climate
"Chamonix, France",August,12,17,6,14.0,35,38,https://www.weather-atlas.com/en/france/chamonix-climate
"Chamonix, France",September,8,13,4,12.5,39,15,https://www.weather-atlas.com/en/france/chamonix-climate
"Chamonix, France",October,4,9,0,10.9,37,26,https://www.weather-atlas.com/en/france/chamonix-climate
"Chamonix, France",November,-1,3,-5,9.5,45,35,https://www.weather-atlas.com/en/france/chamonix-climate
"Chamonix, France",December,-5,-1,-10,8.7,48,72,https://www.weather-atlas.com/en/france/chamonix-climate
"Bergamo, Italy",January,3,7,-1,9.2,46,41,https://weatherspark.com/y/62780/Average-Weather-in-Bergamo-Italy-Year-Round
"Bergamo, Italy",February,4,8,1,10.4,46,41,https://weatherspark.com/y/62780/Average-Weather-in-Bergamo-Italy-Year-Round
"Bergamo, Italy",March,9,13,4,12.0,48,53,https://weatherspark.com/y/62780/Average-Weather-in-Bergamo-Italy-Year-Round
"Bergamo, Italy",April,12,17,8,13.6,52,84,https://weatherspark.com/y/62780/Average-Weather-in-Bergamo-Italy-Year-Round
"Bergamo, Italy",May,17,22,13,15.0,51,97,https://weatherspark.com/y/62780/Average-Weather-in-Bergamo-Italy-Year-Round
"Bergamo, Italy",June,21,26,16,15.7,41,86,https://weatherspark.com/y/62780/Average-Weather-in-Bergamo-Italy-Year-Round
"Bergamo, Italy",July,24,28,18,15.3,28,69,https://weatherspark.com/y/62780/Average-Weather-in-Bergamo-Italy-Year-Round
"Bergamo, Italy",August,23,28,18,14.0,30,74,https://weatherspark.com/y/62780/Average-Weather-in-Bergamo-Italy-Year-Round
"Bergamo, Italy",September,19,23,14,12.5,40,89,https://weatherspark.com/y/62780/Average-Weather-in-Bergamo-Italy-Year-Round
"Bergamo, Italy",October,14,17,10,10.9,49,99,https://weatherspark.com/y/62780/Average-Weather-in-Bergamo-Italy-Year-Round
"Bergamo, Italy",November,8,11,5,9.5,51,91,https://weatherspark.com/y/62780/Average-Weather-in-Bergamo-Italy-Year-Round
"Bergamo, Italy",December,3,7,1,8.7,47,51,https://weatherspark.com/y/62780/Average-Weather-in-Bergamo-Italy-Year-Round
"Cagliari, Italy",January,10,14,6,9.8,41,30,https://weatherspark.com/y/62012/Average-Weather-in-Cagliari-Italy-Year-Round
"Cagliari, Italy",February,10,14,6,10.8,39,33,https://weatherspark.com/y/62012/Average-Weather-in-Cagliari-Italy-Year-Round
"Cagliari, Italy",March,12,17,8,12.0,39,28,https://weatherspark.com/y/62012/Average-Weather-in-Cagliari-Italy-Year-Round
"Cagliari, Italy",April,14,19,11,13.3,40,28,https://weatherspark.com/y/62012/Average-Weather-in-Cagliari-Italy-Year-Round
"Cagliari, Italy",May,18,23,14,14.4,39,18,https://weatherspark.com/y/62012/Average-Weather-in-Cagliari-Italy-Year-Round
"Cagliari, Italy",June,22,27,18,14.9,24,8,https://weatherspark.com/y/62012/Average-Weather-in-Cagliari-Italy-Year-Round
"Cagliari, Italy",July,26,31,20,14.6,9,3,https://weatherspark.com/y/62012/Average-Weather-in-Cagliari-Italy-Year-Round
"Cagliari, Italy",August,26,31,21,13.6,14,5,https://weatherspark.com/y/62012/Average-Weather-in-Cagliari-Italy-Year-Round
"Cagliari, Italy",September,23,27,18,12.4,33,23,https://weatherspark.com/y/62012/Average-Weather-in-Cagliari-Italy-Year-Round
"Cagliari, Italy",October,19,23,15,11.1,43,38,https://weatherspark.com/y/62012/Average-Weather-in-Cagliari-Italy-Year-Round
"Cagliari, Italy",November,14,18,11,10.0,43,51,https://weatherspark.com/y/62012/Average-Weather-in-Cagliari-Italy-Year-Round
"Cagliari, Italy",December,11,15,7,9.5,42,38,https://weatherspark.com/y/62012/Average-Weather-in-Cagliari-Italy-Year-Round
"Trapani, Italy",January,12,14,8,9.9,41,46,https://weatherspark.com/y/71757/Average-Weather-in-Trapani-Italy-Year-Round
"Trapani, Italy",February,11,14,8,10.8,39,43,https://weatherspark.com/y/71757/Average-Weather-in-Trapani-Italy-Year-Round
"Trapani, Italy",March,13,16,9,12.0,37,36,https://weatherspark.com/y/71757/Average-Weather-in-Trapani-Italy-Year-Round
"Trapani, Italy",April,15,19,11,13.2,37,30,https://weatherspark.com/y/71757/Average-Weather-in-Trapani-Italy-Year-Round
"Trapani, Italy",May,19,23,14,14.3,35,20,https://weatherspark.com/y/71757/Average-Weather-in-Trapani-Italy-Year-Round
"Trapani, Italy",June,23,27,18,14.8,21,8,https://weatherspark.com/y/71757/Average-Weather-in-Trapani-Italy-Year-Round
"Trapani, Italy",July,26,30,21,14.5,6,3,https://weatherspark.com/y/71757/Average-Weather-in-Trapani-Italy-Year-Round
"Trapani, Italy",August,26,30,22,13.6,10,8,https://weatherspark.com/y/71757/Average-Weather-in-Trapani-Italy-Year-Round
"Trapani, Italy",September,24,28,19,12.4,29,38,https://weatherspark.com/y/71757/Average-Weather-in-Trapani-Italy-Year-Round
"Trapani, Italy",October,20,24,17,11.2,42,56,https://weatherspark.com/y/71757/Average-Weather-in-Trapani-Italy-Year-Round
"Trapani, Italy",November,16,19,13,10.1,41,58,https://weatherspark.com/y/71757/Average-Weather-in-Trapani-Italy-Year-Round
"Trapani, Italy",December,13,16,10,9.6,42,53,https://weatherspark.com/y/71757/Average-Weather-in-Trapani-Italy-Year-Round
"Ragusa, Italy",January,8,12,4,10,39,53,https://weatherspark.com/y/76331/Average-Weather-in-Ragusa-Italy-Year-Round
"Ragusa, Italy",February,8,12,4,10.9,37,43,https://weatherspark.com/y/76331/Average-Weather-in-Ragusa-Italy-Year-Round
"Ragusa, Italy",March,10,14,6,12,36,30,https://weatherspark.com/y/76331/Average-Weather-in-Ragusa-Italy-Year-Round
"Ragusa, Italy",April,13,18,8,13.2,35,20,https://weatherspark.com/y/76331/Average-Weather-in-Ragusa-Italy-Year-Round
"Ragusa, Italy",May,17,22,13,14.2,33,10,https://weatherspark.com/y/76331/Average-Weather-in-Ragusa-Italy-Year-Round
"Ragusa, Italy",June,22,26,18,14.7,18,3,https://weatherspark.com/y/76331/Average-Weather-in-Ragusa-Italy-Year-Round
"Ragusa, Italy",July,24,29,20,14.4,4,3,https://weatherspark.com/y/76331/Average-Weather-in-Ragusa-Italy-Year-Round
"Ragusa, Italy",August,24,29,19,13.5,7,5,https://weatherspark.com/y/76331/Average-Weather-in-Ragusa-Italy-Year-Round
"Ragusa, Italy",September,21,26,17,12.4,26,30,https://weatherspark.com/y/76331/Average-Weather-in-Ragusa-Italy-Year-Round
"Ragusa, Italy",October,17,21,13,11.2,41,48,https://weatherspark.com/y/76331/Average-Weather-in-Ragusa-Italy-Year-Round
"Ragusa, Italy",November,13,17,9,10.2,41,58,https://weatherspark.com/y/76331/Average-Weather-in-Ragusa-Italy-Year-Round
"Ragusa, Italy",December,9,13,6,9.7,39,64,https://weatherspark.com/y/76331/Average-Weather-in-Ragusa-Italy-Year-Round
"Pienza, Italy",January,4,8,-1,9.4,53,38,https://weatherspark.com/y/68972/Average-Weather-in-Pienza-Italy-Year-Round
"Pienza, Italy",February,4,10,0,10.6,48,46,https://weatherspark.com/y/68972/Average-Weather-in-Pienza-Italy-Year-Round
"Pienza, Italy",March,8,13,2,12,47,43,https://weatherspark.com/y/68972/Average-Weather-in-Pienza-Italy-Year-Round
"Pienza, Italy",April,11,17,5,13.5,47,48,https://weatherspark.com/y/68972/Average-Weather-in-Pienza-Italy-Year-Round
"Pienza, Italy",May,16,22,9,14.7,43,43,https://weatherspark.com/y/68972/Average-Weather-in-Pienza-Italy-Year-Round
"Pienza, Italy",June,19,26,13,15.3,29,36,https://weatherspark.com/y/68972/Average-Weather-in-Pienza-Italy-Year-Round
"Pienza, Italy",July,23,29,15,15,16,23,https://weatherspark.com/y/68972/Average-Weather-in-Pienza-Italy-Year-Round
"Pienza, Italy",August,23,29,15,13.9,21,30,https://weatherspark.com/y/68972/Average-Weather-in-Pienza-Italy-Year-Round
"Pienza, Italy",September,18,24,12,12.4,34,61,https://weatherspark.com/y/68972/Average-Weather-in-Pienza-Italy-Year-Round
"Pienza, Italy",October,13,19,8,11,45,74,https://weatherspark.com/y/68972/Average-Weather-in-Pienza-Italy-Year-Round
"Pienza, Italy",November,8,13,4,9.7,51,86,https://weatherspark.com/y/68972/Average-Weather-in-Pienza-Italy-Year-Round
"Pienza, Italy",December,4,9,1,9.1,52,58,https://weatherspark.com/y/68972/Average-Weather-in-Pienza-Italy-Year-Round
"Alberobello, Italy",January,7,9,3,9.6,44,43,https://weatherspark.com/y/82035/Average-Weather-in-Alberobello-Italy-Year-Round
"Alberobello, Italy",February,7,10,3,10.7,43,46,https://weatherspark.com/y/82035/Average-Weather-in-Alberobello-Italy-Year-Round
"Alberobello, Italy",March,9,12,5,12,43,43,https://weatherspark.com/y/82035/Average-Weather-in-Alberobello-Italy-Year-Round
"Alberobello, Italy",April,12,16,8,13.4,41,36,https://weatherspark.com/y/82035/Average-Weather-in-Alberobello-Italy-Year-Round
"Alberobello, Italy",May,16,21,12,14.5,36,23,https://weatherspark.com/y/82035/Average-Weather-in-Alberobello-Italy-Year-Round
"Alberobello, Italy",June,21,25,16,15.1,22,15,https://weatherspark.com/y/82035/Average-Weather-in-Alberobello-Italy-Year-Round
"Alberobello, Italy",July,23,28,18,14.7,9,13,https://weatherspark.com/y/82035/Average-Weather-in-Alberobello-Italy-Year-Round
"Alberobello, Italy",August,23,28,18,13.7,13,18,https://weatherspark.com/y/82035/Average-Weather-in-Alberobello-Italy-Year-Round
"Alberobello, Italy",September,19,23,15,12.4,28,43,https://weatherspark.com/y/82035/Average-Weather-in-Alberobello-Italy-Year-Round
"Alberobello, Italy",October,15,19,12,11.1,39,56,https://weatherspark.com/y/82035/Average-Weather-in-Alberobello-Italy-Year-Round
"Alberobello, Italy",November,11,14,8,9.9,43,66,https://weatherspark.com/y/82035/Average-Weather-in-Alberobello-Italy-Year-Round
"Alberobello, Italy",December,7,11,4,9.3,44,53,https://weatherspark.com/y/82035/Average-Weather-in-Alberobello-Italy-Year-Round
"Salamanca, Spain",January,3,8,-1,9.6,57,25,https://weatherspark.com/y/34543/Average-Weather-in-Salamanca-Spain-Year-Round
"Salamanca, Spain",February,5,11,0,10.7,52,18,https://weatherspark.com/y/34543/Average-Weather-in-Salamanca-Spain-Year-Round
"Salamanca, Spain",March,8,14,2,12,50,18,https://weatherspark.com/y/34543/Average-Weather-in-Salamanca-Spain-Year-Round
"Salamanca, Spain",April,10,16,4,13.4,47,28,https://weatherspark.com/y/34543/Average-Weather-in-Salamanca-Spain-Year-Round
"Salamanca, Spain",May,14,20,8,14.5,42,30,https://weatherspark.com/y/34543/Average-Weather-in-Salamanca-Spain-Year-Round
"Salamanca, Spain",June,18,26,11,15.1,30,20,https://weatherspark.com/y/34543/Average-Weather-in-Salamanca-Spain-Year-Round
"Salamanca, Spain",July,21,29,13,14.8,16,8,https://weatherspark.com/y/34543/Average-Weather-in-Salamanca-Spain-Year-Round
"Salamanca, Spain",August,21,29,13,13.7,21,8,https://weatherspark.com/y/34543/Average-Weather-in-Salamanca-Spain-Year-Round
"Salamanca, Spain",September,17,24,10,12.4,36,20,https://weatherspark.com/y/34543/Average-Weather-in-Salamanca-Spain-Year-Round
"Salamanca, Spain",October,12,18,7,11.1,49,41,https://weatherspark.com/y/34543/Average-Weather-in-Salamanca-Spain-Year-Round
"Salamanca, Spain",November,7,13,3,9.9,57,36,https://weatherspark.com/y/34543/Average-Weather-in-Salamanca-Spain-Year-Round
"Salamanca, Spain",December,4,9,1,9.3,59,30,https://weatherspark.com/y/34543/Average-Weather-in-Salamanca-Spain-Year-Round
"Oviedo, Spain",January,8,12,5,9.4,59,64,https://weatherspark.com/y/34984/Average-Weather-in-Oviedo-Spain-Year-Round
"Oviedo, Spain",February,8,12,5,10.5,56,58,https://weatherspark.com/y/34984/Average-Weather-in-Oviedo-Spain-Year-Round
"Oviedo, Spain",March,10,14,6,12,54,48,https://weatherspark.com/y/34984/Average-Weather-in-Oviedo-Spain-Year-Round
"Oviedo, Spain",April,11,15,7,13.5,53,56,https://weatherspark.com/y/34984/Average-Weather-in-Oviedo-Spain-Year-Round
"Oviedo, Spain",May,13,17,10,14.7,50,46,https://weatherspark.com/y/34984/Average-Weather-in-Oviedo-Spain-Year-Round
"Oviedo, Spain",June,17,20,13,15.4,40,30,https://weatherspark.com/y/34984/Average-Weather-in-Oviedo-Spain-Year-Round
"Oviedo, Spain",July,18,22,14,15,26,20,https://weatherspark.com/y/34984/Average-Weather-in-Oviedo-Spain-Year-Round
"Oviedo, Spain",August,19,23,15,13.9,31,25,https://weatherspark.com/y/34984/Average-Weather-in-Oviedo-Spain-Year-Round
"Oviedo, Spain",September,17,21,13,12.4,43,41,https://weatherspark.com/y/34984/Average-Weather-in-Oviedo-Spain-Year-Round
"Oviedo, Spain",October,14,18,11,11,54,64,https://weatherspark.com/y/34984/Average-Weather-in-Oviedo-Spain-Year-Round
"Oviedo, Spain",November,11,14,8,9.7,60,76,https://weatherspark.com/y/34984/Average-Weather-in-Oviedo-Spain-Year-Round
"Oviedo, Spain",December,9,12,6,9,60,66,https://weatherspark.com/y/34984/Average-Weather-in-Oviedo-Spain-Year-Round
"Veliko Tarnovo, Bulgaria",January,-1,3,-5,9.4,54,13,https://weatherspark.com/y/91846/Average-Weather-in-Veliko-T%C5%ADrnovo-Bulgaria-Year-Round
"Veliko Tarnovo, Bulgaria",February,1,6,-4,10.6,55,15,https://weatherspark.com/y/91846/Average-Weather-in-Veliko-T%C5%ADrnovo-Bulgaria-Year-Round
"Veliko Tarnovo, Bulgaria",March,6,11,0,12,52,23,https://weatherspark.com/y/91846/Average-Weather-in-Veliko-T%C5%ADrnovo-Bulgaria-Year-Round
"Veliko Tarnovo, Bulgaria",April,11,17,4,13.5,49,33,https://weatherspark.com/y/91846/Average-Weather-in-Veliko-T%C5%ADrnovo-Bulgaria-Year-Round
"Veliko Tarnovo, Bulgaria",May,16,22,9,14.7,43,46,https://weatherspark.com/y/91846/Average-Weather-in-Veliko-T%C5%ADrnovo-Bulgaria-Year-Round
"Veliko Tarnovo, Bulgaria",June,20,26,13,15.3,30,58,https://weatherspark.com/y/91846/Average-Weather-in-Veliko-T%C5%ADrnovo-Bulgaria-Year-Round
"Veliko Tarnovo, Bulgaria",July,22,28,14,15,14,46,https://weatherspark.com/y/91846/Average-Weather-in-Veliko-T%C5%ADrnovo-Bulgaria-Year-Round
"Veliko Tarnovo, Bulgaria",August,21,28,14,13.9,17,36,https://weatherspark.com/y/91846/Average-Weather-in-Veliko-T%C5%ADrnovo-Bulgaria-Year-Round
"Veliko Tarnovo, Bulgaria",September,17,24,10,12.4,30,38,https://weatherspark.com/y/91846/Average-Weather-in-Veliko-T%C5%ADrnovo-Bulgaria-Year-Round
"Veliko Tarnovo, Bulgaria",October,11,17,6,11,44,33,https://weatherspark.com/y/91846/Average-Weather-in-Veliko-T%C5%ADrnovo-Bulgaria-Year-Round
"Veliko Tarnovo, Bulgaria",November,5,10,1,9.7,52,25,https://weatherspark.com/y/91846/Average-Weather-in-Veliko-T%C5%ADrnovo-Bulgaria-Year-Round
"Veliko Tarnovo, Bulgaria",December,0,4,-3,9.1,56,20,https://weatherspark.com/y/91846/Average-Weather-in-Veliko-T%C5%ADrnovo-Bulgaria-Year-Round
"Sozopol, Bulgaria",January,3,7,0,9.5,55,33,https://weatherspark.com/y/94423/Average-Weather-in-Sozopol-Bulgaria-Year-Round
"Sozopol, Bulgaria",February,4,8,1,10.6,57,30,https://weatherspark.com/y/94423/Average-Weather-in-Sozopol-Bulgaria-Year-Round
"Sozopol, Bulgaria",March,7,11,3,12,53,33,https://weatherspark.com/y/94423/Average-Weather-in-Sozopol-Bulgaria-Year-Round
"Sozopol, Bulgaria",April,11,15,7,13.4,48,33,https://weatherspark.com/y/94423/Average-Weather-in-Sozopol-Bulgaria-Year-Round
"Sozopol, Bulgaria",May,16,20,12,14.6,38,28,https://weatherspark.com/y/94423/Average-Weather-in-Sozopol-Bulgaria-Year-Round
"Sozopol, Bulgaria",June,21,25,16,15.2,24,36,https://weatherspark.com/y/94423/Average-Weather-in-Sozopol-Bulgaria-Year-Round
"Sozopol, Bulgaria",July,23,27,18,14.9,9,23,https://weatherspark.com/y/94423/Average-Weather-in-Sozopol-Bulgaria-Year-Round
"Sozopol, Bulgaria",August,23,27,18,13.8,12,20,https://weatherspark.com/y/94423/Average-Weather-in-Sozopol-Bulgaria-Year-Round
"Sozopol, Bulgaria",September,19,23,15,12.4,25,33,https://weatherspark.com/y/94423/Average-Weather-in-Sozopol-Bulgaria-Year-Round
"Sozopol, Bulgaria",October,14,18,11,11,44,48,https://weatherspark.com/y/94423/Average-Weather-in-Sozopol-Bulgaria-Year-Round
"Sozopol, Bulgaria",November,9,13,6,9.8,53,48,https://weatherspark.com/y/94423/Average-Weather-in-Sozopol-Bulgaria-Year-Round
"Sozopol, Bulgaria",December,5,8,2,9.1,57,41,https://weatherspark.com/y/94423/Average-Weather-in-Sozopol-Bulgaria-Year-Round
"Tinghir, Morocco",January,8,14,3,10.4,29,8,https://weatherspark.com/y/34028/Average-Weather-in-Tinghir-Morocco-Year-Round
"Tinghir, Morocco",February,11,17,6,11.1,27,13,https://weatherspark.com/y/34028/Average-Weather-in-Tinghir-Morocco-Year-Round
"Tinghir, Morocco",March,14,20,9,12,29,15,https://weatherspark.com/y/34028/Average-Weather-in-Tinghir-Morocco-Year-Round
"Tinghir, Morocco",April,18,24,13,13,26,10,https://weatherspark.com/y/34028/Average-Weather-in-Tinghir-Morocco-Year-Round
"Tinghir, Morocco",May,22,28,17,13.8,27,10,https://weatherspark.com/y/34028/Average-Weather-in-Tinghir-Morocco-Year-Round
"Tinghir, Morocco",June,27,33,21,14.2,18,5,https://weatherspark.com/y/34028/Average-Weather-in-Tinghir-Morocco-Year-Round
"Tinghir, Morocco",July,31,36,24,14,8,3,https://weatherspark.com/y/34028/Average-Weather-in-Tinghir-Morocco-Year-Round
"Tinghir, Morocco",August,29,34,23,13.2,13,5,https://weatherspark.com/y/34028/Average-Weather-in-Tinghir-Morocco-Year-Round
"Tinghir, Morocco",September,25,30,19,12.3,30,13,https://weatherspark.com/y/34028/Average-Weather-in-Tinghir-Morocco-Year-Round
"Tinghir, Morocco",October,19,24,13,11.4,38,15,https://weatherspark.com/y/34028/Average-Weather-in-Tinghir-Morocco-Year-Round
"Tinghir, Morocco",November,13,19,8,10.5,33,15,https://weatherspark.com/y/34028/Average-Weather-in-Tinghir-Morocco-Year-Round
"Tinghir, Morocco",December,9,15,4,10.1,31,10,https://weatherspark.com/y/34028/Average-Weather-in-Tinghir-Morocco-Year-Round
"Chefchaouen, Morocco",January,8,13,3,10.1,42,76,https://weatherspark.com/y/34075/Average-Weather-in-Chefchaouene-Morocco-Year-Round
"Chefchaouen, Morocco",February,9,13,4,10.9,42,71,https://weatherspark.com/y/34075/Average-Weather-in-Chefchaouene-Morocco-Year-Round
"Chefchaouen, Morocco",March,11,16,6,12,41,58,https://weatherspark.com/y/34075/Average-Weather-in-Chefchaouene-Morocco-Year-Round
"Chefchaouen, Morocco",April,12,17,8,13.1,38,53,https://weatherspark.com/y/34075/Average-Weather-in-Chefchaouene-Morocco-Year-Round
"Chefchaouen, Morocco",May,16,21,11,14,34,30,https://weatherspark.com/y/34075/Average-Weather-in-Chefchaouene-Morocco-Year-Round
"Chefchaouen, Morocco",June,19,26,14,14.5,19,8,https://weatherspark.com/y/34075/Average-Weather-in-Chefchaouene-Morocco-Year-Round
"Chefchaouen, Morocco",July,23,29,17,14.2,7,3,https://weatherspark.com/y/34075/Average-Weather-in-Chefchaouene-Morocco-Year-Round
"Chefchaouen, Morocco",August,23,29,18,13.4,13,3,https://weatherspark.com/y/34075/Average-Weather-in-Chefchaouene-Morocco-Year-Round
"Chefchaouen, Morocco",September,20,26,15,12.4,32,18,https://weatherspark.com/y/34075/Average-Weather-in-Chefchaouene-Morocco-Year-Round
